,Ref.,Name,,RRP(AED),COO,Comments
1,"CELPA2350
",eLPA2-350,"Stereo amplifier delivering 2 x 345 WRMS @ 4?. Have 2 XLR balanced inputs, 2 Speakon® and terminal type connection outputs. Ultra light and versatile format. Built in crossover (150Hz), permanently activated anti-clip circuit and efficient progressive ventilation system.2 Bridged Channels @ 8 ? 560 WRMS. Dimensions 482.6 x 88(2RU) x 266 mm.
Weight 5.50 kg",2943.16,CHINA,
1,"CELPA2650
",eLPA2-650,"Stereo amplifier delivering 2 x 630 WRMS @ 4?. Have 2 XLR balanced inputs, 2 Speakon® and terminal type connection outputs. Ultra light and versatile format. Permanently activated anti-clip circuit and efficient progressive ventilation system. 2 Bridged Channels @ 8 ? 1220 WRMS. Dimensions 482.6 x 88(2RU) x 266 mm / 6.00kg",3776.07,CHINA,
1,CELPA2950,eLPA2-950,"Stereo amplifier delivering 2 x 950 WRMS @ 4?. Have 2 XLR balanced inputs, 2 Speakon® and terminal type connection outputs. Ultra light and versatile format. Permanently activated anti-clip circuit and efficient progressive ventilation system. 2 Bridged Channels @ 8 ? 1840 WRMS. Dimensions 482,6 x 88(2RU)x 266 mm. Weight 6,15 kg",4440.48,CHINA,
1,"CELPA21400
",eLPA2-1400,"Stereo amplifier delivering 2 x 1400 WRMS @ 4?. Have 2 XLR balanced inputs, 2 Speakon® and terminal type connection outputs. Ultra light and versatile format. Permanently activated anti-clip circuit and efficient progressive ventilation system. 2 Bridged Channels @ 8 ? 2600 WRMS. Dimensions 482,6 x 88(2RU) x 304 mm. Weight 6,35 kg",5016.02,CHINA,
1,"CEGPA2300
",eGPA2-300,"Stereo, 2x310 WRMS @ 4 ?, high efficiency stereo amplifier (class D). Auto stand-by function, fanless design 100% silent. 2 Bridged Channels @ 8? 600 WRMS. Dimensions 440 x 44(1RU) x 221 mm. Weight 3.40 kg",3358.57,CHINA,
1,"CEGPA4150C
",eGPA4-150,"4x150 WRMS @ 4 ?, high efficiency multichannel amplifier (class D). Auto stand-by function, fanless design 100% silent. 2 Bridged Channels @ 8? 280 WRMS. Dimensions
482.6 x 44(1RU) x 221 mm. Weight 3.60 kg",3689.16,CHINA,Replaced with AURA4L150
1,"CGPA2400ES
",GPA2-400ES,"Stereo amplifier delivering 2 x 350 WRMS @ 4 ?. True green profile: high efficiency, auto stand-by function, 100% silent fanless design, Energy Star certified. 2 remote volume control ports and bridge mode 2 channels @ 8? 700 WRMS. Dimensions 482.6 x 88(2RU) x 373 mm. Weight 10.8 kg",4611.88,SPAIN,
1,"CGPA2800
",GPA2-800,"Stereo amplifier delivering 2 x 720 WRMS @ 4 ?, and ready to drive 1000 WRMS @ 2? loudspeaker loads (4 x 8 ? loudspeakers in parallel, per channel). True green profile: high efficiency, auto stand-by function, 100% silent fanless design. 2 remote volume control ports and bridge mode 2 Channels @ 8? 1150 WRMS. Dimensions 482.6 x 88(2RU) x 373
mm. Weight 10.8 kg",6312.79,SPAIN,
1,"CEHSA460
",eHSA4-60,"Multichannel amplifier Class D with 4x60 WRMS @ 70/100V (high impedance) powered outputs, and low impedance output. Its noiseless convection cooling, and its auto stand-by function provide this amplifier with a true green profile. Include link channel buttons, that allows to replicate the input channel signal in the adjacent one. Dimensions 482,6 x
44(1RU) x 280mm. Weight 7,8 kg",4346.65,CHINA,
1,"CEHSA2500
",eHSA2-500,"Multichannel amplifier with 2 x 500 WRMS @ 100V (high impedance) powered outputs. Includes 2 mono balanced inputs (Euroblock terminals) with stack outputs. Dispose of selectable HPF, thermal and overload protection, anti-clip system, and volume control
trimmers on rear panel. Dimensions 482.6 x 88(2RU) x 365mm. Weight 6.3kg",4720.78,CHINA,
1,"CEHSA4500
",eHSA4-500,"Multichannel amplifier with 4 x 500 WRMS @ 100V (high impedance) powered outputs. Includes 2 mono balanced inputs (Euroblock terminals) with stack outputs. Dispose of selectable HPF, thermal and overload protection, anti-clip system, and volume control trimmers on rear panel. Dimensions 482.6 x 88(2RU) x 365mm. Weight 7.6 kg",6817.61,CHINA,
1,"CHSA2400ES
",HSA2-400ES,"Stereo amplifier with low and high impedance powered outputs (2x400 WRMS). Includes 2 balanced inputs (XLR and Euroblock), 2 remote volume ports and Euroblock outputs. True green profile( Energy Star® Certification): auto stand-by function and noiseless convection cooling. Dimensions 482.6 x 88(2RU) x 373 mm. Weight 16.4 kg",5452.61,SPAIN,
1,"CEHMA60C
",eHMA60,"Self-powered audio mixer including 1 MIC input and two MIC/LINE ST inputs. It features a 60W powered output that supports both low (4 ?) and high impedance (70/100V) loudspeaker lines. It also includes an audio priority system, phantom power, 2 band tone control, auto stand-by mode, MUTE port and universal power supply unit (24 VDC IN).Dimensions 200x44x150 mm. Weight 1.9kg.  1UHRMKIT Rack Mount Kit included.",1584.39,SPAIN,
1,CEHMA120C,eHMA120,"Stereo, Self-powered audio mixer including 3x MIC/LINE ST and 1x LINE ST input. It features a 95W powered mono output that supports both low (4?) and high impedance (70/100V) loudspeaker lines, with 2-ZONE ON/OFF switches. Includes audio priority system, pager (1 zone), phantom, 2 band tone control, auto stand-by, MUTE port and universal power supply unit (compatible with 24 VDC IN). Dimensions 435x44x120 mm. Weight 2.9kg",2343.51,SPAIN,
1,CEHMA250,eHMA250,"Self-powered audio mixer including 2 MIC, 2 MIC/LINE ST and 2 LINE ST inputs. It features a 250W powered mono output that supports both low (4 and 8?) and high impedance (50/70/100V) loudspeaker lines, with 4-ZONE ON/OFF switches. Includes an audio priority system, Pager (1 zone), phantom power, remote control port (WPm), AUX/REC output, 2 band tone control, auto stand-by mode and MUTE port. Dimensions 435x220x44mm /
17,1”x8,7”x1,7”mm. Weight 3kg / 6.6lb.",3676.36,SPAIN,
1,"CHMA120
",HMA120,"Self-powered mixer including an integrated media player (USB,SD) and 5 external audio inputs: 3 x LINE ST, 1 MIC/LINE and 1 MIC. It features a 120W powered output that supports both low (4?) and high impedance (70/100V) loudspeaker lines. It also includes a 2 level priority system, auto stand-by mode, 2 band control tone, AUX OUT and a remote control port WPm series compatible. Dimensions 210 x 88 x 230 mm. Weight 5.95 kg Compatible with the 2UHRMKIT Rack Mount Kit.",2772.89,SPAIN,
1,,,ULTRA COMPACT AMPLIFIERS,,,
1,"CCA40
",CA40,"2 x 20 WRMS @ 4? stereo compact amplifier with a balanced MIC input (includes phantom power, Talkover and noise gate) and 2 LINE inputs. 3 output modes (STEREO, PARALLEL and BRIDGE) and AUX output. 2 band control tone, IR remote control included, serial RS-232 port (EclerCOMM and CA-NET compatible) and 0-10 VDC remote port for WPm wall panel series (volume and source selection). Auto-standby function and MUTE port. Dimensions 155 x 155 x 45 mm. Weight 0.65 kg",1509.38,CHINA,
1,"CCA120C
",CA120,"2 x 60 WRMS @ 4? stereo compact amplifier with a MIC/LINE input (includes phantom power, Talkover and noise gate) and 2 LINE inputs. AUX output. Control features: 2 band control tone, IR remote control included, serial RS-232 port (EclerCOMM and CA-NET compatible) and 0-10 VDC remote port for WPm wall panel series (volume and source selection). Auto-standby function and MUTE port. Dimensions 160 x 210 x 48 mm. Weight
0.95 kg",2215.52,CHINA,
1,CCA120HZC,CA120HZ,"High impedance version of the CA120, delivering 120W @ 70/100V line level, with a MIC/LINE input (includes phantom power, Talkover and noise gate) and 2 LINE inputs. AUX output. Control features: 2 band control tone, IR remote control included, serial RS-232 port (EclerCOMM and CA-NET compatible) and 0-10 VDC remote port for WPm wall panel series (volume and source selection). Auto-standby function and MUTE port. Dimensions
160 x 325 x 48 mm. Weight 2.92 kg",2387.63,SPAIN,
1,Ref.,Name,eCA SERIES,,,
1,"CECA120C
",eCA120,"2 x 60 WRMS @ 4 ? stereo micro-amplifier, in a very compact format and a light and silent (fanless) design. It features 1 LINE ST input (RCA/Euroblock), AUTO STANDBY function and volume remote control, compatible with Ecler WPmVOL and WPmVOL-SR wall panels (0-10 VDC). Auto-standby function. External, universal and CE/UL/CCC certified power supply.
Dimensions: 190 x 48 x 90mm. Weight 600 g.",1796.23,SPAIN,
1,"CECA120HZC
",eCA120HZ,"Mono micro-amplifier delivering 1 x 120 WRMS @ 70V / 100 V line level (high impedance), built in a very compact format and a light and silent (fanless) design. It features 1 LINE ST input (RCA/Euroblock), AUTO STANDBY function and volume remote control, compatible with WPmVOL and WPmVOL-SR wall panels (0-10 VDC). Auto-standby function.
External, universal and CE/UL/CCC certified power supply. Dimensions: 190 x 48 x 190mm. Weight 2.3 kg",2030.17,SPAIN,
1,CIW103,IW103,"3"" in-ceiling / in-wall installation loudspeaker featuring a rectangular and discreet design, and including a high impedance transformer unit with 15 and 30 W power selections @ 100V line level. Dimensions 110 x 165 x 80 mm. Weight 900g. Delivered by master carton of 8 units. Price per unit.",348.11,CHINA,
1,"CEIC51FM
",eIC51FM,"Fast installation in-ceiling loudspeaker. It features a 4,5"" woofer, 6 WRMS @ 8 ? nominal power and 70/100V line transformer with 3 and 6 W power selections. Internal diameter 150 mm. External diameter 160mm. Required depth 54mm. Weight 500g.  Price per unit.",99.48,CHINA,
1,"CEIC52
",eIC52,"2-way cost-effective in-ceiling loudspeaker with a great sound performance. It features a 5,25"" woofer and a 0,75"" tweeter, 20 WRMS @ 8 ? nominal power and 100V line transformer with 3 and 6 W power selections. Internal diameter 164mm. External diameter 202mm. Required depth: 65mm. Weight 1.0 kg Delivered by master carton of 8 units. Price per unit.",185.35,CHINA,
1,"CEIC52MS
",eIC52MS,"2-way in-ceiling loudspeaker suitable for installations exposed to extreme humidity and/or temperature. It features 1x5"" woofer and 1x1"" tweeter with a global power admission of 20 WRMS @ 8?. Internal diameter 120mm. External diameter 165mm. Required depth 79mm. Weight 700g. Delivered by units. Price per unit.",275.77,CHINA,
1,"CIC3BK
",IC3,1-way loudspeaker is the perfect option for 70/100 V (0.75/1.5/3/6 W) and low impedance sound solutions. It mounts a 3” woofer in a discreet design. Cutout size 90mm. Internal diameter 88mm. External diameter 105mm. Required depth 90mm. Weight 500g. Black colour. Delivered by master carton of 2 units. Price per unit.,217.01,CHINA,
1,"CIC3WH
",IC3,1-way loudspeaker is the perfect option for 70/100 V (0.75/1.5/3/6 W) and low impedance sound solutions. It mounts a 3” woofer in a discreet design. Cutout size 90mm. Internal diameter 88mm. External diameter 105mm. Required depth 90mm. White colour. Weight 500g. Delivered by master carton of 2 units. Price per unit.,217.01,CHINA,
1,"CIC6BK
",IC6BK,"2-way loudspeaker is the perfect option for 70/100 V (2.5/5/7.5/15 W) and low impedance sound solutions (40 WRMS @8?). It mounts a 6” woofer and a 1"" tweeter in a discreet design. Cutout size 180mm. Internal diameter 178mm. External diameter 204mm. Required depth 73mm. Weight 1,52kg Delivered by master carton of 2 units. Price per unit. Black colour.",298.65,CHINA,
1,CIC6,IC6,"2-way loudspeaker is the perfect option for 70/100 V (2.5/5/7.5/15 W) and low impedance sound solutions (40 WRMS @8?). It mounts a 6” woofer and a 1"" tweeter in a discreet design. Cutout size 180mm. Internal diameter 178mm. External diameter 204mm. Required depth 73mm. Weight 1,52kg Delivered by master carton of 2 units. Price per unit. White colour.",298.65,CHINA,
1,CIC8,IC8,"2-way loudspeaker is the perfect option for 70/100 V (5/7.5/15/30 W) and low impedance sound solutions (60 WRMS @8?). It mounts an 8” woofer and a 1"" tweeter in a discreet design. Cutout size 222mm. Internal diameter 220mm. External diameter 245mm. Required depth 91mm. Weight 2,3kg
Delivered by master carton of 2 units. Price per unit. White colour.",415.93,CHINA,
1,CVIC6,VIC6,"2-way loudspeaker is the perfect option for 70/100 V (2,5/5/10/20/40 W) and low impedance sound solutions (40 WRMS @8?). It mounts a 6,5” woofer and a 0,5"" steerable tweeter in a discreet design. Dimensions (ØxD): 232x105mm. Weight 1,8kg.
Delivered by master carton of 2 units. Price per unit.",474.7,CHINA,
1,CVIC6X,VIC6X,"2-way loudspeaker is the perfect option for 70/100 V (2,5/5/10/20/40 W) and low impedance sound solutions (40 WRMS @8?). It mounts a 6,5” woofer and a 0,5"" steerable tweeter in a discreet design. With plastic back can and tile bridge.
Dimensions (ØxD): 232x170mm. Weight 1,8kg. Delivered by master carton of 2 units. Price per unit.",755.02,CHINA,
1,CVIC8,VIC8,"2-way loudspeaker is the perfect option for 70/100 V (3,75/7,5/15/30/60 W) and low impedance sound solutions (60 WRMS @8?). It mounts an 8” woofer and a 0,5"" steerable tweeter in a discreet design. Dimensions (ØxD): 282x115mm. Weight 2,3kg.
Delivered by master carton of 2 units. Price per unit.",601.29,CHINA,
1,CVIC8X,VIC8X,"2-way loudspeaker is the perfect option for 70/100 V (3,75/7,5/15/30/60 W) and low impedance sound solutions (60 WRMS @8?). It mounts an 8” woofer and a 0,5"" steerable tweeter in a discreet design. With plastic back can and tile bridge.
Dimensions (ØxD): 282x200mm. Weight 3,1kg. Delivered by master carton of 2 units. Price per unit.",1071.47,CHINA,
1,CVICSB81,VICSB8,"Sub-woofer reinforcement loudspeaker is the perfect option for 70/100 V (3,75/7,5/15/30/60 W) and low impedance sound solutions. It mounts an 8” providing 80 WRMS power in a discreet design.Dimensions (ØxD): 282x135mm. Weight 3,1kg.
Delivered by units. Price per unit.",1071.47,CHINA,
1,CVICSB8X,VICSB8X,"Sub-woofer reinforcement loudspeaker is the perfect option for 70/100 V (3,75/7,5/15/30/60 W) and low impedance sound solutions. It mounts an 8” providing 80 WRMS power in a discreet design. With plastic back can and tile bridge.
Dimensions (ØxD): 282x200mm. Weight 3,9kg. Delivered by master carton of 2 units. Price per unit.",1546.21,CHINA,
1,"CMIA81BK
",MIA-81,"MIA-81 is a an elegant, unique a compact design column loudspeaker, built in a single aluminium piece to avoid vibrations and mechanical stress. MIA-81 includes 8x1.5” drivers delivering 40WRMS and  the possibility of working in 16 ? or 64 ?. IP44 rated. Includes FLATY bracket made out of stainless-steel that permits adjusting the height at any point of the length of the column. Black colour.  Dimensions 58 x 448 x 67 mm / 2.28 x 17.64 x 2.64 in. (WxHxD). Weight 1.2 kg / 1.64 lb. Delivered by units. Price per unit.",2617.08,SPAIN,
1,"CMIA81WH
",MIA-81,"MIA-81 is a an elegant, unique a compact design column loudspeaker, built in a single aluminium piece to avoid vibrations and mechanical stress. MIA-81 includes 8x1.5” drivers delivering 40WRMS and  the possibility of working in 16 ? or 64 ?. IP44 rated. Includes FLATY bracket made out of stainless-steel that permits adjusting the height at any point of the length of the column. White colour.  Dimensions 58 x 448 x 67 mm / 2.28 x 17.64 x 2.64 in. (WxHxD). Weight 1.2 kg / 1.64 lb. Delivered by units. Price per unit.",2617.08,SPAIN,
1,"CMIA82BK
",MIA-82,"MIA-82 is a an elegant, unique a compact design column loudspeaker, built in a single aluminium piece to avoid vibrations and mechanical stress. MIA-82 includes 8x2.5” drivers delivering 150WRMS and  the possibility of working in 16 ? or 64 ?. IP44 rated. Includes the versatile smart pan and tilt bracket HANDY made out of stainless-steel that permits adjusting the height at any point of the length of the column. Black colour.  Dimensions 83 x 648 x 87 mm / 3.27 x 25.51 x 3.43 in. (WxHxD). Weight 2.65 kg / 5.84 lb. Delivered by units. Price per unit.",3295.81,SPAIN,
1,CMIA82WH,MIA-82,"MIA-82 is a an elegant, unique a compact design column loudspeaker, built in a single aluminium piece to avoid vibrations and mechanical stress. MIA-82 includes 8x2.5” drivers delivering 150WRMS and  the possibility of working in 16 ? or 64 ?. IP44 rated. Includes the versatile smart pan and tilt bracket HANDY made out of stainless-steel that permits adjusting the height at any point of the length of the column. White colour.  Dimensions 83 x 648 x 87 mm / 3.27 x 25.51 x 3.43 in. (WxHxD). Weight 2.65 kg / 5.84 lb. Delivered by  units. Price per unit.",3295.81,SPAIN,
1,"CNIMBO14WH
",NIMBO-14,"2-way passive loudspeaker for surface mounting (1x 4"" woofers and 1"" tweeter).  40 WRMS @ 8 ohm. Suitable for outdoor applications, with a wide dispersion pattern and IP-44 rating. White color. Dimensions 250 x 148.7x 150 mm / 9.84 x 5.85 x 5.91 in.  Weight  1.7 kg
/ 3.75 lb. Delivered by units. Price per unit.",1582.89,SPAIN,
1,"CNIMBO14BK
",NIMBO-14,"2-way passive loudspeaker for surface mounting (1x 4"" woofers and 1"" tweeter).  40 WRMS @ 8 ohm. Suitable for outdoor applications, with a wide dispersion pattern and IP-44 rating. Black color.  Dimensions 250 x 148.7x 150 mm / 9.84 x 5.85 x 5.91 in.  Weight  1.7 kg
/ 3.75 lb. Delivered by units. Price per unit.",1582.89,SPAIN,
1,"CNIMBO14GD
",NIMBO-14,"2-way passive loudspeaker for surface mounting (1x 4"" woofers and 1"" tweeter).  40 WRMS @ 8 ohm. Suitable for outdoor applications, with a wide dispersion pattern and IP-44  rating. Gold color.  Dimensions 250 x 148.7x 150 mm / 9.84 x 5.85 x 5.91 in.  Weight  1.7 kg /
3.75 lb. Delivered by units. Price per unit.",1582.89,SPAIN,
1,"CNIMBO14TN
",NIMBO-14,"2-way passive loudspeaker for surface mounting (1x 4"" woofers and 1"" tweeter).  40 WRMS @ 8 ohm. Suitable for outdoor applications, with a wide dispersion pattern and IP-44  rating. Titanium color.  Dimensions 250 x 148.7x 150 mm / 9.84 x 5.85 x 5.91 in.  Weight  1.7 kg / 3.75 lb. Delivered by units. Price per unit.",1582.89,SPAIN,
1,"CNIMBO14CR
",NIMBO-14,NIMBO-14 cabinet RAL customization (black grill and bracket). MOQ: 8 units. Delivery time: 45 days.  Dimensions 250 x 148.7x 150 mm / 9.84 x 5.85 x 5.91 in.  Weight  1.7 kg / 3.75 lb. Delivered by units. Price per unit.,1819.11,SPAIN,
1,"CNIMBO24WH
",NIMBO-24,"2-way passive loudspeaker for surface mounting (2x 4"" woofers and 1"" tweeter). Capable of working at both 4 ?and 16?in low impedance, featuring the front switch locatedbehind the logo. 80 WRMS. Suitable for outdoor applications, with a wide dispersion pattern and IP-44 rating. White color. Dimensions 370 x 180 x 180 mm. /  14.56""x7.08""x7.08"".  Weight 3 kg. / 6,61 lb. Delivered by units. Price per unit.",2215.32,SPAIN,
1,"CNIMBO24BK
",NIMBO-24,"2-way passive loudspeaker for surface mounting (2x 4"" woofers and 1"" tweeter). Capable of working at both 4 ?and 16?in low impedance, featuring the front switch locatedbehind the logo. 80 WRMS. Suitable for outdoor applications, with a wide dispersion pattern and IP-44 rating. Black color. Dimensions 370 x 180 x 180 mm. /  14.56""x7.08""x7.08"".  Weight 3 kg. / 6,61 lb..Delivered by units. Price per unit.",2215.32,SPAIN,
1,"CNIMBO24GD
",NIMBO-24,"2-way passive loudspeaker for surface mounting (2x 4"" woofers and 1"" tweeter). Capable of working at both 4 ?and 16?in low impedance, featuring the front switch locatedbehind the logo. 80 WRMS. Suitable for outdoor applications, with a wide dispersion pattern and IP-44 rating. Gold color. Dimensions 370 x 180 x 180 mm. /  14.56""x7.08""x7.08"".  Weight 3 kg. / 6,61 lb. Delivered by units. Price per unit.",2215.32,SPAIN,
1,"CNIMBO24TN
",NIMBO-24,"2-way passive loudspeaker for surface mounting (2x 4"" woofers and 1"" tweeter). Capable of working at both 4 ?and 16?in low impedance, featuring the front switch locatedbehind the logo. 80 WRMS. Suitable for outdoor applications, with a wide dispersion pattern and IP-44 rating. Titanium color. Dimensions 370 x 180 x 180 mm. /  14.56""x7.08""x7.08"".  Weight 3 kg.
/ 6,61 lb. Delivered by units. Price per unit.",2215.32,SPAIN,
1,CNIMBO24CR,NIMBO-24,"NIMBO-24 cabinet RAL customization (black grill and bracket). MOQ: 8 units. Delivery time: 45 days.  Dimensions 370 x 180 x 180 mm. /  14.56""x7.08""x7.08"".  Weight 3 kg. / 6,61 lb.
Delivered by units. Price per unit.",2549.85,SPAIN,
1,"CNIMBO26WH
",NIMBO-26,"2-way passive loudspeaker for surface mounting (2x 6"" woofers and 1"" tweeter). Capable of working at both 4 ?and 16?in low impedance, featuring the front switch locatedbehind the logo. 140 WRMS. Suitable for outdoor applications, with a wide dispersion pattern and IP- 44 rating. White color. Dimensions 542,5 x 261 x 269 mm. /  21.35""x 10.27""x 10.59"".
Weight 8,5 kg. / 18.73 lb. Delivered by units. Price per unit.",4023.73,SPAIN,
1,"CNIMBO26BK
",NIMBO-26,"2-way passive loudspeaker for surface mounting (2x 6"" woofers and 1"" tweeter). Capable of working at both 4 ?and 16?in low impedance, featuring the front switch locatedbehind the logo. 140 WRMS. Suitable for outdoor applications, with a wide dispersion pattern and IP- 44 rating. Black color. Dimensions 542,5 x 261 x 269 mm. /  21.35""x 10.27""x 10.59"".  Weight 8,5 kg. / 18.73 lb. Delivered by units. Price per unit.",4023.73,SPAIN,
1,"CNIMBO26GD
",NIMBO-26,"2-way passive loudspeaker for surface mounting (2x 6"" woofers and 1"" tweeter). Capable of working at both 4 ?and 16?in low impedance, featuring the front switch locatedbehind the logo. 140 WRMS. Suitable for outdoor applications, with a wide dispersion pattern and IP- 44 rating. Gold color. Dimensions 542,5 x 261 x 269 mm. /  21.35""x 10.27""x 10.59"".  Weight 8,5 kg. / 18.73 lb. Delivered by units. Price per unit.",4023.73,SPAIN,
1,"CNIMBO26TN
",NIMBO-26,"2-way passive loudspeaker for surface mounting (2x 6"" woofers and 1"" tweeter). Capable of working at both 4 ?and 16?in low impedance, featuring the front switch locatedbehind the logo. 140 WRMS. Suitable for outdoor applications, with a wide dispersion pattern and IP- 44 rating. Titanium color. Dimensions 542,5 x 261 x 269 mm. /  21.35""x 10.27""x 10.59"".
Weight 8,5 kg. / 18.73 lb. Delivered by units. Price per unit.",4023.73,SPAIN,
1,"CNIMBO26CR
",NIMBO-26,"NIMBO-26 cabinet RAL customization (black grill and bracket). MOQ: 8 units. Delivery time: 45 days.  Dimensions 542,5 x 261 x 269 mm. /  21.35""x 10.27""x 10.59"".  Weight 8,5 kg. /
18.73 lb. Delivered by units. Price per unit.",4625.01,SPAIN,
1,CMNIMBOSCREW,NIMBOSCREW,"Set of 24 small precision screwdrivers, with silk-screened NIMBO logo. Presented in an ABS magnetic box with snap-opening. Dimensions: 60 x 160 x 15 mm / 2.32"" x 6.29"" x 0.59"".
Weight:220gr / 0,48 lb.Price per unit.",108,,
1,"CARQIS105IB
",ARQIS 105iBK,"2-way (5,25"" woofer and 1""  HF tweeter) wooden loudspeaker cabinet with a compact format and long term reliability, featuring 70 WRMS @ 8 ?. 280W Peak power. Its smart wall bracket (included), allows for pan&tilt adjustment, employing a single screw for fastening. Double INPUT/STACK connector, Euroblock type, with security attachment screws, and metal safety sling included. 150ºx130º dispersion pattern. Dimensions (WxHxD) 186 x 280 x 210 mm / 7,32 x 11,02 x 8,26  in
Weight 3.6 kg. Black color",1121.21,CHINA,
1,"CARQIS105IW
",ARQIS 105iWH,"2-way (5,25"" woofer and 1""  HF tweeter) wooden loudspeaker cabinet with a compact format and long term reliability, featuring 70 WRMS @ 8 ?. 280W Peak power. Its smart wall bracket (included), allows for pan&tilt adjustment, employing a single screw for fastening. Double INPUT/STACK connector, Euroblock type, with security attachment screws, and metal safety sling included. 150ºx130º dispersion pattern. Dimensions (WxHxD) 186 x 280 x 210 mm / 7,32 x 11,02 x 8,26  in .Weight 3.6 kg",1121.21,CHINA,
1,"CARQIS106IB
",ARQIS 106iBK,"2-way (6"" woofer and 1"" rotable HF Compressor Driver) wooden loudspeaker cabinet with a compact format and long term reliability, featuring 120 WRMS@8?. 480W Peak power. Its smart wall bracket (included), allows for pan&tilt adjustment, employing a single screw for fastening. Double INPUT/STACK connector, Euroblock type, with security attachment screws, and metal safety sling included. 140ºx160º dispersion pattern. Dimensions (WxHxD) 216x350x240mm / 8.50""x13.78""x9.45"". Weight 7,4 kg / 16.31 lb
Black color",1528.12,CHINA,
1,"CARQIS106IW
",ARQIS 106iWH,"2-way (6"" woofer and 1"" rotable HF Compressor Driver) wooden loudspeaker cabinet with  a compact format and long term reliability, featuring 120 WRMS@8?.480W Peak power. Its smart wall bracket (included), allows for pan&tilt adjustment, employing a single screw for fastening. Double INPUT/STACK connector, Euroblock type, with security attachment screws, and metal safety sling included. 140ºx160º dispersion pattern. Dimensions   (WxHxD) 216x350x240mm / 8.50""x13.78""x9.45"". Weight 7,4 kg / 16.31 lb. White color",1528.12,CHINA,
1,"CARQIS108IB
",ARQIS 108iBK,"2-way (8"" woofer and 1"" HF Compression Driver) wooden loudspeaker cabinet with a compact format, stylish aesthetics, excellent sound quality and long term reliability, featuring 150 WRMS @ 8 ?. 600W Peak power. Its smart wall bracket (included), allows for pan&tilt adjustment, employing a single screw for fastening. 130?x130? dispersion pattern. Dimensions (WxHxD) 244 x 390 x 280 mm / 9.60"" x 15.35"" x 11.02"". Weight 8,4 kg / 18.52 lb. Black color.",1808.41,CHINA,
1,"CARQIS108IW
",ARQIS 108iWH,"2-way (8"" woofer and 1"" HF Compression Driver) wooden loudspeaker cabinet with a compact format, stylish aesthetics, excellent sound quality and long term reliability, featuring 150 WRMS @ 8 ?. 600W Peak power. Its smart wall bracket (included), allows for pan&tilt adjustment, employing a single screw for fastening. 130?x130? dispersion pattern. Dimensions (WxHxD) 244 x 390 x 280 mm / 9.60"" x 15.35"" x 11.02"". Weight 8,4 kg / 18.52 lb. White color",1808.41,CHINA,
1,"CARQIS110IB
",ARQIS 110iBK,"2-way (10"" woofer and 1"" rotable HF Compression Driver) wooden loudspeaker cabinet with a compact format, stylish aesthetics and long term reliability, featuring 300 WRMS @ 8 ohm. 1200W Peak power. 35 mm mount socket and 8 x M10 rigging points, allowing for horizontal or vertical mounting options (110°x 110° dispersion pattern). Dimensions (WxHxD) 359x495x310mm / 14.13""x19.49""x13.86"". Weight 14,8 kg / 32.63 lb
Black color. Bracket not included. Optional ARQ110UB, TRIPO and SR12 accessories.",2396.16,CHINA,
1,"CARQIS110IW
",ARQIS 110iWH,"2-way (10"" woofer and 1"" rotable HF Compression Driver) wooden loudspeaker cabinet with a compact format, stylish aesthetics and long term reliability, featuring 300 WRMS @ 8 ohm. 1200W Peak power.  35 mm mount socket and 8 x M10 rigging points, allowing for horizontal or vertical mounting options (110°x 110° dispersion pattern). Dimensions (WxHxD) 359x495x310mm / 14.13""x19.49""x13.86"". Weight 14,8 kg / 32.63 lb
White color. Bracket not included. Optional ARQ110UB, TRIPO and SR12 accessories.",2396.16,CHINA,
1,"CARQIS112IB
",ARQIS 112iBK,"2-way ( 12"" woofer and 1,4"" rotable HF Compression Driver) wooden loudspeaker cabinet with a compact format, stylish aesthetics and long term reliability, featuring 500 WRMS @ 8 ?. 2000W Peak power. 35 mm mount socket and 8 x M10 rigging points, allowing for horizontal or vertical mounting options (120°x 110° dispersion pattern). Dimensions (WxHxD)416x565x352mm / 16.37""x22.24""x13.86"". Weight 20,0 kg / 44.09 lb. Black color.
Bracket not included. Optional ARQ112UB, TRIPO and SR12 accessories.",3535.46,CHINA,
1,"CARQIS112IW
",ARQIS 112iWH,"2-way ( 12"" woofer and 1,4"" rotable HF Compression Driver) wooden loudspeaker cabinet with a compact format, stylish aesthetics and long term reliability, featuring 500 WRMS @ 8 ?. 2000W Peak power. 35 mm mount socket and 8 x M10 rigging points, allowing for horizontal or vertical mounting options (120°x 110° dispersion pattern). Dimensions (WxHxD)416x565x352mm / 16.37""x22.24""x13.86"". Weight 20,0 kg / 44.09 lb. White color. Bracket not included. Optional ARQ112UB, TRIPO and SR12 accessories.",3535.46,CHINA,
1,"CARQIS205IB
",ARQIS 205iBK,"2-way (2x 5,25"" woofer and 1"" HF rotable Compression Driver) wooden loudspeaker cabinet with a compact format and long term reliability, featuring 140 WRMS @ 8 ?. 560W Peak power. Double INPUT/STACK connector, Euroblock + Speakon© type, 8 x M8 cabinet flying points, metal safety sling included. Its ""U"" shape wall bracket (included) allows for tilt adjustment. 150º x 40º dispersion pattern. Dimensions (WxHxD) 480x186x210mm / 18.89""x7.32""x8.26"". Weight 8.4 kg. / 18.52 lb
Black color.",1781.3,CHINA,
